date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:07	32889/32889	---M--	200	added ('OK')	text/html	etag:%2263a66f8-8079-5132ac2cfaf28%22	http://trendingtemplates.com/demos/trips/hotels.html	E:/ticket/trendingtemplates.com/demos/trips/hotels.html	(from http://trendingtemplates.com/demos/trips/)
10:50:08	56391/56391	---M--	200	added ('OK')	text/html	etag:%2263a66f7-dc47-5132ac2c04d90%22	http://trendingtemplates.com/demos/trips/hotel-single.html	E:/ticket/trendingtemplates.com/demos/trips/hotel-single.html	(from http://trendingtemplates.com/demos/trips/)
10:50:12	26174/26174	---M--	200	added ('OK')	text/html	etag:%2263a66f4-663e-5132ac29b21b8%22	http://trendingtemplates.com/demos/trips/destination-grid.html	E:/ticket/trendingtemplates.com/demos/trips/destination-grid.html	(from http://trendingtemplates.com/demos/trips/)
10:50:13	30392/30392	---M--	200	added ('OK')	text/html	etag:%2263a6703-76b8-5132ac36d6331%22	http://trendingtemplates.com/demos/trips/payment.html	E:/ticket/trendingtemplates.com/demos/trips/payment.html	(from http://trendingtemplates.com/demos/trips/)
10:50:15	28528/28528	---M--	200	added ('OK')	text/html	etag:%2263a66f6-6f70-5132ac2b364cd%22	http://trendingtemplates.com/demos/trips/hot-deals.html	E:/ticket/trendingtemplates.com/demos/trips/hot-deals.html	(from http://trendingtemplates.com/demos/trips/)
10:50:16	24791/24791	---M--	200	added ('OK')	text/html	etag:%2263a66f5-60d7-5132ac2a1a1d1%22	http://trendingtemplates.com/demos/trips/destination-list.html	E:/ticket/trendingtemplates.com/demos/trips/destination-list.html	(from http://trendingtemplates.com/demos/trips/)
10:50:17	16159/16159	---M--	200	added ('OK')	text/html	etag:%2263a670b-3f1f-5132ac3d593b0%22	http://trendingtemplates.com/demos/trips/successful.html	E:/ticket/trendingtemplates.com/demos/trips/successful.html	(from http://trendingtemplates.com/demos/trips/)
10:50:20	17583/17583	---M--	200	added ('OK')	text/html	etag:%2263a6700-44af-5132ac34cbf87%22	http://trendingtemplates.com/demos/trips/page-login.html	E:/ticket/trendingtemplates.com/demos/trips/page-login.html	(from http://trendingtemplates.com/demos/trips/)
10:50:21	17862/17862	---M--	200	added ('OK')	text/html	etag:%2263a66f2-45c6-5132ac274f7f5%22	http://trendingtemplates.com/demos/trips/coming-soon.html	E:/ticket/trendingtemplates.com/demos/trips/coming-soon.html	(from http://trendingtemplates.com/demos/trips/)
10:50:22	23537/23537	---M--	200	added ('OK')	text/html	etag:%2263a6702-5bf1-5132ac362dbd0%22	http://trendingtemplates.com/demos/trips/page-sidebar.html	E:/ticket/trendingtemplates.com/demos/trips/page-sidebar.html	(from http://trendingtemplates.com/demos/trips/)
10:50:24	15876/15876	---M--	200	added ('OK')	text/html	etag:%2263a6701-3e04-5132ac3552fbc%22	http://trendingtemplates.com/demos/trips/page-not-found.html	E:/ticket/trendingtemplates.com/demos/trips/page-not-found.html	(from http://trendingtemplates.com/demos/trips/)
10:50:26	24360/24360	---M--	200	added ('OK')	text/html	etag:%2263a66f1-5f28-5132ac2740d94%22	http://trendingtemplates.com/demos/trips/blog.html	E:/ticket/trendingtemplates.com/demos/trips/blog.html	(from http://trendingtemplates.com/demos/trips/)
10:50:31	27495/27495	---M--	200	added ('OK')	text/html	etag:%2263a66ef-6b67-5132ac25da32a%22	http://trendingtemplates.com/demos/trips/blog-single.html	E:/ticket/trendingtemplates.com/demos/trips/blog-single.html	(from http://trendingtemplates.com/demos/trips/)
10:50:31	19898/19898	---M--	200	added ('OK')	text/html	etag:%2263a66ff-4dba-5132ac33f88a3%22	http://trendingtemplates.com/demos/trips/page-fullwidth.html	E:/ticket/trendingtemplates.com/demos/trips/page-fullwidth.html	(from http://trendingtemplates.com/demos/trips/)
10:50:32	26594/26594	---M--	200	added ('OK')	text/html	etag:%2263a6707-67e2-5132ac39e9924%22	http://trendingtemplates.com/demos/trips/shortcodes-columns.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-columns.html	(from http://trendingtemplates.com/demos/trips/)
10:50:33	26631/26631	---M--	200	added ('OK')	text/html	etag:%2263a66f0-6807-5132ac25d3d99%22	http://trendingtemplates.com/demos/trips/blog-sidebar.html	E:/ticket/trendingtemplates.com/demos/trips/blog-sidebar.html	(from http://trendingtemplates.com/demos/trips/)
10:50:37	19800/19800	---M--	200	added ('OK')	text/html	etag:%2263a670a-4d58-5132ac3be3ee4%22	http://trendingtemplates.com/demos/trips/shortcodes-typography.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-typography.html	(from http://trendingtemplates.com/demos/trips/)
10:50:37	20779/20779	---M--	200	added ('OK')	text/html	etag:%2263a6709-512b-5132ac3b48e5d%22	http://trendingtemplates.com/demos/trips/shortcodes-pricing-table.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-pricing-table.html	(from http://trendingtemplates.com/demos/trips/)
10:50:38	18722/18722	---M--	200	added ('OK')	text/html	etag:%2263a6705-4922-5132ac385f07e%22	http://trendingtemplates.com/demos/trips/shortcodes-buttons.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-buttons.html	(from http://trendingtemplates.com/demos/trips/)
10:50:38	19517/19517	---M--	200	added ('OK')	text/html	etag:%2263a6706-4c3d-5132ac3912b8f%22	http://trendingtemplates.com/demos/trips/shortcodes-chart.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-chart.html	(from http://trendingtemplates.com/demos/trips/)
10:50:40	23232/23232	---M--	200	added ('OK')	text/html	etag:%2263a6704-5ac0-5132ac379daac%22	http://trendingtemplates.com/demos/trips/shortcodes-accordion.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-accordion.html	(from http://trendingtemplates.com/demos/trips/)
10:50:42	3260/3260	---M--	200	added ('OK')	image/png	etag:%2263a673a-cbc-512f8d6ea74d3%22	http://trendingtemplates.com/demos/trips/images/logo.png	E:/ticket/trendingtemplates.com/demos/trips/images/logo.png	(from http://trendingtemplates.com/demos/trips/)
10:50:43	17131/17131	---M--	200	added ('OK')	text/html	etag:%2263a6708-42eb-5132ac3a86cd3%22	http://trendingtemplates.com/demos/trips/shortcodes-list.html	E:/ticket/trendingtemplates.com/demos/trips/shortcodes-list.html	(from http://trendingtemplates.com/demos/trips/)
10:50:52	5680/5680	---M--	200	added ('OK')	image/png	etag:%226521ec5-1630-5132b12103010%22	http://trendingtemplates.com/demos/trips/upload/client_01.png	E:/ticket/trendingtemplates.com/demos/trips/upload/client_01.png	(from http://trendingtemplates.com/demos/trips/)
10:50:55	18178/18178	---M--	200	added ('OK')	text/html	etag:%2263a66f3-4702-5132ac289f715%22	http://trendingtemplates.com/demos/trips/contact.html	E:/ticket/trendingtemplates.com/demos/trips/contact.html	(from http://trendingtemplates.com/demos/trips/)
10:50:56	5346/5346	---M--	200	added ('OK')	image/png	etag:%226521ed3-14e2-5132b1c0cdbdf%22	http://trendingtemplates.com/demos/trips/upload/client_03.png	E:/ticket/trendingtemplates.com/demos/trips/upload/client_03.png	(from http://trendingtemplates.com/demos/trips/)
10:50:56	42092/42092	---M--	200	added ('OK')	text/html	etag:%2263a66fd-a46c-5132ac3299751%22	http://trendingtemplates.com/demos/trips/index4.html	E:/ticket/trendingtemplates.com/demos/trips/index4.html	(from http://trendingtemplates.com/demos/trips/)
10:50:57	6239/6239	---M--	200	added ('OK')	image/png	etag:%226521ed0-185f-5132b17c3f462%22	http://trendingtemplates.com/demos/trips/upload/client_02.png	E:/ticket/trendingtemplates.com/demos/trips/upload/client_02.png	(from http://trendingtemplates.com/demos/trips/)
10:50:57	6933/6933	---M--	200	added ('OK')	image/png	etag:%226521ed6-1b15-5132b21cbd75f%22	http://trendingtemplates.com/demos/trips/upload/client_04.png	E:/ticket/trendingtemplates.com/demos/trips/upload/client_04.png	(from http://trendingtemplates.com/demos/trips/)
10:50:59	12899/12899	---M--	200	added ('OK')	image/jpeg	etag:%226521f09-3263-512f8e5647315%22	http://trendingtemplates.com/demos/trips/upload/mini_desti_02.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/mini_desti_02.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:00	9437/9437	---M--	200	added ('OK')	image/jpeg	etag:%226521f0b-24dd-512f8e56f19b7%22	http://trendingtemplates.com/demos/trips/upload/mini_desti_03.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/mini_desti_03.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:00	10353/10353	---M--	200	added ('OK')	image/jpeg	etag:%226521f08-2871-512f8e5457d1a%22	http://trendingtemplates.com/demos/trips/upload/mini_desti_01.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/mini_desti_01.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:01	10483/10483	---M--	200	added ('OK')	image/jpeg	etag:%226521f0c-28f3-512f8e577c09d%22	http://trendingtemplates.com/demos/trips/upload/mini_desti_04.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/mini_desti_04.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:02	16955/16955	---M--	200	added ('OK')	image/jpeg	etag:%226521f0e-423b-512f8e58ccf61%22	http://trendingtemplates.com/demos/trips/upload/mini_desti_06.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/mini_desti_06.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:03	13791/13791	---M--	200	added ('OK')	image/jpeg	etag:%226521f0d-35df-512f8e583b349%22	http://trendingtemplates.com/demos/trips/upload/mini_desti_05.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/mini_desti_05.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:11	40761/40761	---M--	200	added ('OK')	image/jpeg	etag:%226521f11-9f39-512f8e65cbb4b%22	http://trendingtemplates.com/demos/trips/upload/parallax_03.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/parallax_03.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:27	169105/169105	---M--	200	added ('OK')	image/jpeg	etag:%226521ef6-29491-512f8e1a190cf%22	http://trendingtemplates.com/demos/trips/upload/home_mini_slider_02.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_mini_slider_02.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:31	170415/170415	---M--	200	added ('OK')	image/jpeg	etag:%226521ef3-299af-512f8e1740846%22	http://trendingtemplates.com/demos/trips/upload/home_mini_slider_01.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_mini_slider_01.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:36	313691/313691	---M--	200	added ('OK')	image/jpeg	etag:%226521f12-4c95b-512f8e6a2b1e8%22	http://trendingtemplates.com/demos/trips/upload/parallax_04.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/parallax_04.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:37	160345/160345	---M--	200	added ('OK')	image/png	etag:%226521ee3-27259-512f8e037d111%22	http://trendingtemplates.com/demos/trips/upload/girl.png	E:/ticket/trendingtemplates.com/demos/trips/upload/girl.png	(from http://trendingtemplates.com/demos/trips/)
10:51:39	77653/77653	---M--	200	added ('OK')	image/jpeg	etag:%226521ef2-12f55-512f8e15a2334%22	http://trendingtemplates.com/demos/trips/upload/home_desti_02.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_desti_02.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:41	67764/67764	---M--	200	added ('OK')	image/jpeg	etag:%226521ef0-108b4-512f8e139cda8%22	http://trendingtemplates.com/demos/trips/upload/home_desti_01.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_desti_01.jpg	(from http://trendingtemplates.com/demos/trips/)
10:51:58	122026/122026	---M--	200	added ('OK')	image/png	etag:%226521efe-1dcaa-512f8e46cee36%22	http://trendingtemplates.com/demos/trips/upload/hotel_02.png	E:/ticket/trendingtemplates.com/demos/trips/upload/hotel_02.png	(from http://trendingtemplates.com/demos/trips/)
10:51:58	135180/135180	---M--	200	added ('OK')	image/png	etag:%226521efd-2100c-512f8e40dc63d%22	http://trendingtemplates.com/demos/trips/upload/hotel_01.png	E:/ticket/trendingtemplates.com/demos/trips/upload/hotel_01.png	(from http://trendingtemplates.com/demos/trips/)
10:52:00	132468/132468	---M--	200	added ('OK')	image/png	etag:%226521f00-20574-512f8e4aedd89%22	http://trendingtemplates.com/demos/trips/upload/hotel_03.png	E:/ticket/trendingtemplates.com/demos/trips/upload/hotel_03.png	(from http://trendingtemplates.com/demos/trips/)
10:52:08	49284/49284	---M--	200	added ('OK')	image/jpeg	etag:%226521eee-c084-512f8e113f203%22	http://trendingtemplates.com/demos/trips/upload/home_blog_07.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_blog_07.jpg	(from http://trendingtemplates.com/demos/trips/)
10:52:08	180651/180651	---M--	200	added ('OK')	image/jpeg	etag:%226521f13-2c1ab-512f8e6c16963%22	http://trendingtemplates.com/demos/trips/upload/parallax_05.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/parallax_05.jpg	(from http://trendingtemplates.com/demos/trips/)
10:52:10	90868/90868	---M--	200	added ('OK')	image/jpeg	etag:%226521eeb-162f4-512f8e0f3daf7%22	http://trendingtemplates.com/demos/trips/upload/home_blog_05.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_blog_05.jpg	(from http://trendingtemplates.com/demos/trips/)
10:52:10	58728/58728	---M--	200	added ('OK')	image/jpeg	etag:%226521eec-e568-512f8e10ca2df%22	http://trendingtemplates.com/demos/trips/upload/home_blog_06.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_blog_06.jpg	(from http://trendingtemplates.com/demos/trips/)
10:52:11	3336/3336	---M--	200	added ('OK')	image/png	etag:%2263a6738-d08-512f8d6dc20c4%22	http://trendingtemplates.com/demos/trips/images/flogo.png	E:/ticket/trendingtemplates.com/demos/trips/images/flogo.png	(from http://trendingtemplates.com/demos/trips/)
10:52:13	66090/66090	---M--	200	added ('OK')	image/jpeg	etag:%226521eef-1022a-512f8e12f2aef%22	http://trendingtemplates.com/demos/trips/upload/home_blog_08.jpg	E:/ticket/trendingtemplates.com/demos/trips/upload/home_blog_08.jpg	(from http://trendingtemplates.com/demos/trips/)
10:52:17	2577/2577	---M--	200	added ('OK')	application/javascript	etag:%2263a677f-a11-512f988a40bc7%22	http://trendingtemplates.com/demos/trips/js/retina.js	E:/ticket/trendingtemplates.com/demos/trips/js/retina.js	(from http://trendingtemplates.com/demos/trips/)
10:52:20	3754/3754	---M--	200	added ('OK')	application/javascript	etag:%2263a6781-eaa-512f988b27b30%22	http://trendingtemplates.com/demos/trips/js/sidebar.js	E:/ticket/trendingtemplates.com/demos/trips/js/sidebar.js	(from http://trendingtemplates.com/demos/trips/)
10:52:21	95931/95931	---M--	200	added ('OK')	application/javascript	etag:%2263a677a-176bb-512f9888102cb%22	http://trendingtemplates.com/demos/trips/js/jquery.min.js	E:/ticket/trendingtemplates.com/demos/trips/js/jquery.min.js	(from http://trendingtemplates.com/demos/trips/)
10:52:22	37895/37895	---M--	200	added ('OK')	application/javascript	etag:%2263a6776-9407-512f9883c92ce%22	http://trendingtemplates.com/demos/trips/js/bootstrap.min.js	E:/ticket/trendingtemplates.com/demos/trips/js/bootstrap.min.js	(from http://trendingtemplates.com/demos/trips/)
10:52:23	98325/98325	---M--	200	added ('OK')	application/javascript	etag:%2263a1f26-18015-5132ae4858668%22	http://trendingtemplates.com/demos/trips/js/jquery-ui.js	E:/ticket/trendingtemplates.com/demos/trips/js/jquery-ui.js	(from http://trendingtemplates.com/demos/trips/)
10:52:26	2189/2189	---M--	200	added ('OK')	application/javascript	etag:%2263a677e-88d-512f9889e9166%22	http://trendingtemplates.com/demos/trips/js/progress.js	E:/ticket/trendingtemplates.com/demos/trips/js/progress.js	(from http://trendingtemplates.com/demos/trips/)
10:52:27	22060/22060	---M--	200	added ('OK')	application/javascript	etag:%2263a677b-562c-512f988751bd7%22	http://trendingtemplates.com/demos/trips/js/jquery.prettyPhoto.js	E:/ticket/trendingtemplates.com/demos/trips/js/jquery.prettyPhoto.js	(from http://trendingtemplates.com/demos/trips/)
10:52:28	646/646	---M--	200	added ('OK')	application/javascript	etag:%2263a67c6-286-512f995aac9e7%22	http://trendingtemplates.com/demos/trips/js/contact.js	E:/ticket/trendingtemplates.com/demos/trips/js/contact.js	(from http://trendingtemplates.com/demos/trips/)
10:52:29	3564/3564	---M--	200	added ('OK')	application/javascript	etag:%2263a677d-dec-512f9888f202b%22	http://trendingtemplates.com/demos/trips/js/parallax.js	E:/ticket/trendingtemplates.com/demos/trips/js/parallax.js	(from http://trendingtemplates.com/demos/trips/)
10:52:31	5813/5813	---M--	200	added ('OK')	application/javascript	etag:%2263a6778-16b5-512f9885ab1f2%22	http://trendingtemplates.com/demos/trips/js/custom.js	E:/ticket/trendingtemplates.com/demos/trips/js/custom.js	(from http://trendingtemplates.com/demos/trips/)
10:52:32	43743/43743	---M--	200	added ('OK')	application/javascript	etag:%2263a6773-aadf-512f9881cb658%22	http://trendingtemplates.com/demos/trips/js/bootstrap-select.js	E:/ticket/trendingtemplates.com/demos/trips/js/bootstrap-select.js	(from http://trendingtemplates.com/demos/trips/)
10:52:32	40724/40724	---M--	200	added ('OK')	application/javascript	etag:%2263a677c-9f14-512f98895d6f7%22	http://trendingtemplates.com/demos/trips/js/owl.carousel.js	E:/ticket/trendingtemplates.com/demos/trips/js/owl.carousel.js	(from http://trendingtemplates.com/demos/trips/)
10:52:37	98511/98511	---M--	200	added ('OK')	application/javascript	etag:%2263a67c0-180cf-512f8dcd5d038%22	http://trendingtemplates.com/demos/trips/rs-plugin/js/jquery.themepunch.tools.min.js	E:/ticket/trendingtemplates.com/demos/trips/rs-plugin/js/jquery.themepunch.tools.min.js	(from http://trendingtemplates.com/demos/trips/)
10:52:37	9088/9088	---M--	200	added ('OK')	application/javascript	etag:%2263a6780-2380-512f988b092e4%22	http://trendingtemplates.com/demos/trips/js/revslider.js	E:/ticket/trendingtemplates.com/demos/trips/js/revslider.js	(from http://trendingtemplates.com/demos/trips/)
10:52:38	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263a6727-4f6f-512f8d5d6b158%22	http://trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.eot	E:/ticket/trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.eot	(from http://trendingtemplates.com/demos/trips/css/bootstrap.css)
10:52:38	18028/18028	---M--	200	added ('OK')	text/html	etag:%2263a672b-466c-512f8d60da418%22	http://trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.woff2	E:/ticket/trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.html	(from http://trendingtemplates.com/demos/trips/css/bootstrap.css)
10:52:39	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263a6727-4f6f-512f8d5d6b158%22	http://trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.eot?	E:/ticket/trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regulard41d.eot	(from http://trendingtemplates.com/demos/trips/css/bootstrap.css)
10:52:47	62926/62926	---M--	200	added ('OK')	image/svg+xml	etag:%2263a6728-f5ce-512f8d5f5bada%22	http://trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.svg	E:/ticket/trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.svg	(from http://trendingtemplates.com/demos/trips/css/bootstrap.css)
10:52:48	35212/35212	---MCZ	200	added ('OK')	text/css	etag:W/%2255003d15-898c%22	http://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css	E:/ticket/code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:48	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	etag:%2263a6729-a140-512f8d5f78f9d%22	http://trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.ttf	E:/ticket/trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.ttf	(from http://trendingtemplates.com/demos/trips/css/bootstrap.css)
10:52:49	22688/22688	---M--	200	added ('OK')	text/css	etag:%2263a671a-58a0-512f8d4df5392%22	http://trendingtemplates.com/demos/trips/css/tripsfonts.css	E:/ticket/trendingtemplates.com/demos/trips/css/tripsfonts.css	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:51	23320/23320	---M--	200	added ('OK')	application/x-font-woff	etag:%2263a672c-5b18-512f8d6101134%22	http://trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.woff	E:/ticket/trendingtemplates.com/demos/trips/fonts/glyphicons-halflings-regular.woff	(from http://trendingtemplates.com/demos/trips/css/bootstrap.css)
10:52:52	6676/6676	---M--	200	added ('OK')	text/css	etag:%2263a670e-1a14-512f8d3fa6c7a%22	http://trendingtemplates.com/demos/trips/css/bootstrap-select.css	E:/ticket/trendingtemplates.com/demos/trips/css/bootstrap-select.css	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:53	6980/6980	---M--	200	added ('OK')	text/css	etag:%2263a6718-1b44-512f8d4c6e19b%22	http://trendingtemplates.com/demos/trips/css/owl-carousel.css	E:/ticket/trendingtemplates.com/demos/trips/css/owl-carousel.css	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:54	19891/19891	---M--	200	added ('OK')	text/css	etag:%2263a6719-4db3-512f8d4d98b11%22	http://trendingtemplates.com/demos/trips/css/prettyPhoto.css	E:/ticket/trendingtemplates.com/demos/trips/css/prettyPhoto.css	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:54	10246/10246	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263a671d-2806-512f8d5106661%22	http://trendingtemplates.com/demos/trips/fonts/aqua-webfont.eot	E:/ticket/trendingtemplates.com/demos/trips/fonts/aqua-webfont.eot	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:55	9284/9284	---M--	200	added ('OK')	text/html	etag:%2263a6720-2444-512f8d539a53b%22	http://trendingtemplates.com/demos/trips/fonts/aqua-webfont.woff2	E:/ticket/trendingtemplates.com/demos/trips/fonts/aqua-webfont.html	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:56	10246/10246	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263a671d-2806-512f8d5106661%22	http://trendingtemplates.com/demos/trips/fonts/aqua-webfont.eot?	E:/ticket/trendingtemplates.com/demos/trips/fonts/aqua-webfontd41d.eot	(from http://trendingtemplates.com/demos/trips/style.css)
10:52:56	11528/11528	---M--	200	added ('OK')	application/x-font-woff	etag:%2263a6721-2d08-512f8d53b3b7e%22	http://trendingtemplates.com/demos/trips/fonts/aqua-webfont.woff	E:/ticket/trendingtemplates.com/demos/trips/fonts/aqua-webfont.woff	(from http://trendingtemplates.com/demos/trips/style.css)
